Connection/Authentication	user	No		-2147483647	all versions	 The user to connect as 
Connection/Authentication	useColumnNamesInFindColumn	No	false	2147483647	5.1.7	 Prior to JDBC-4.0, the JDBC specification had a bug related to what could be given as a "column name" to ResultSet methods like findColumn(), or getters that took a String property. JDBC-4.0 clarified "column name" to mean the label, as given in an "AS" clause and returned by ResultSetMetaData.getColumnLabel(), and if no AS clause, the column name. Setting this property to "true" will give behavior that is congruent to JDBC-3.0 and earlier versions of the JDBC specification, but which because of the specification bug could give unexpected results. This property is preferred over "useOldAliasMetadataBehavior" unless you need the specific behavior that it provides with respect to ResultSetMetadata. 
Connection/Authentication	allowNanAndInf	No	false	alpha	3.1.5	 Should the driver allow NaN or +/- INF values in PreparedStatement.setDouble()? 
Connection/Authentication	autoClosePStmtStreams	No	false	alpha	3.1.12	 Should the driver automatically call .close() on streams/readers passed as arguments via set*() methods? 
Connection/Authentication	autoDeserialize	No	false	alpha	3.1.5	 Should the driver automatically detect and de-serialize objects stored in BLOB fields? 
Connection/Authentication	blobsAreStrings	No	false	alpha	5.0.8	 Should the driver always treat BLOBs as Strings - specifically to work around dubious metadata returned by the server for GROUP BY clauses? 
Connection/Authentication	cacheDefaultTimezone	No	true	alpha	5.1.35	 Caches client's default time zone. This results in better performance when dealing with time zone conversions in Date and Time data types, however it won't be aware of time zone changes if they happen at runtime. 
Connection/Authentication	capitalizeTypeNames	No	true	alpha	2.0.7	 Capitalize type names in DatabaseMetaData? (usually only useful when using WebObjects, true/false, defaults to 'false') 
Connection/Authentication	clobCharacterEncoding	No		alpha	5.0.0	 The character encoding to use for sending and retrieving TEXT, MEDIUMTEXT and LONGTEXT values instead of the configured connection characterEncoding 
Connection/Authentication	clobberStreamingResults	No	false	alpha	3.0.9	 This will cause a 'streaming' ResultSet to be automatically closed, and any outstanding data still streaming from the server to be discarded if another query is executed before all the data has been read from the server. 
Connection/Authentication	compensateOnDuplicateKeyUpdateCounts	No	false	alpha	5.1.7	 Should the driver compensate for the update counts of "ON DUPLICATE KEY" INSERT statements (2 = 1, 0 = 1) when using prepared statements? 
Connection/Authentication	continueBatchOnError	No	true	alpha	3.0.3	 Should the driver continue processing batch commands if one statement fails. The JDBC spec allows either way (defaults to 'true'). 
Connection/Authentication	createDatabaseIfNotExist	No	false	alpha	3.1.9	 Creates the database given in the URL if it doesn't yet exist. Assumes the configured user has permissions to create databases. 
Connection/Authentication	detectCustomCollations	No	false	alpha	5.1.29	 Should the driver detect custom charsets/collations installed on server (true/false, defaults to 'false'). If this option set to 'true' driver gets actual charsets/collations from server each time connection establishes. This could slow down connection initialization significantly. 
Connection/Authentication	emptyStringsConvertToZero	No	true	alpha	3.1.8	 Should the driver allow conversions from empty string fields to numeric values of '0'? 
Connection/Authentication	emulateLocators	No	false	alpha	3.1.0	 Should the driver emulate java.sql.Blobs with locators? With this feature enabled, the driver will delay loading the actual Blob data until the one of the retrieval methods (getInputStream(), getBytes(), and so forth) on the blob data stream has been accessed. For this to work, you must use a column alias with the value of the column to the actual name of the Blob. The feature also has the following restrictions: The SELECT that created the result set must reference only one table, the table must have a primary key; the SELECT must alias the original blob column name, specified as a string, to an alternate name; the SELECT must cover all columns that make up the primary key. 
Connection/Authentication	emulateUnsupportedPstmts	No	true	alpha	3.1.7	 Should the driver detect prepared statements that are not supported by the server, and replace them with client-side emulated versions? 
Connection/Authentication	exceptionInterceptors	No		alpha	5.1.8	 Comma-delimited list of classes that implement com.mysql.jdbc.ExceptionInterceptor. These classes will be instantiated one per Connection instance, and all SQLExceptions thrown by the driver will be allowed to be intercepted by these interceptors, in a chained fashion, with the first class listed as the head of the chain. 
Connection/Authentication	functionsNeverReturnBlobs	No	false	alpha	5.0.8	 Should the driver always treat data from functions returning BLOBs as Strings - specifically to work around dubious metadata returned by the server for GROUP BY clauses? 
Connection/Authentication	generateSimpleParameterMetadata	No	false	alpha	5.0.5	 Should the driver generate simplified parameter metadata for PreparedStatements when no metadata is available either because the server couldn't support preparing the statement, or server-side prepared statements are disabled? 
Connection/Authentication	getProceduresReturnsFunctions	No	true	alpha	5.1.26	 Pre-JDBC4 DatabaseMetaData API has only the getProcedures() and getProcedureColumns() methods, so they return metadata info for both stored procedures and functions. JDBC4 was extended with the getFunctions() and getFunctionColumns() methods and the expected behaviours of previous methods are not well defined. For JDBC4 and higher, default 'true' value of the option means that calls of DatabaseMetaData.getProcedures() and DatabaseMetaData.getProcedureColumns() return metadata for both procedures and functions as before, keeping backward compatibility. Setting this property to 'false' decouples Connector/J from its pre-JDBC4 behaviours for DatabaseMetaData.getProcedures() and DatabaseMetaData.getProcedureColumns(), forcing them to return metadata for procedures only. 
Connection/Authentication	ignoreNonTxTables	No	false	alpha	3.0.9	 Ignore non-transactional table warning for rollback? (defaults to 'false'). 
Connection/Authentication	jdbcCompliantTruncation	No	true	alpha	3.1.2	 Should the driver throw java.sql.DataTruncation exceptions when data is truncated as is required by the JDBC specification when connected to a server that supports warnings (MySQL 4.1.0 and newer)? This property has no effect if the server sql-mode includes STRICT_TRANS_TABLES. 
Connection/Authentication	loadBalanceAutoCommitStatementRegex	No		alpha	5.1.15	 When load-balancing is enabled for auto-commit statements (via loadBalanceAutoCommitStatementThreshold), the statement counter will only increment when the SQL matches the regular expression. By default, every statement issued matches. 
Connection/Authentication	loadBalanceAutoCommitStatementThreshold	No	0	alpha	5.1.15	 When auto-commit is enabled, the number of statements which should be executed before triggering load-balancing to rebalance. Default value of 0 causes load-balanced connections to only rebalance when exceptions are encountered, or auto-commit is disabled and transactions are explicitly committed or rolled back. 
Connection/Authentication	loadBalanceBlacklistTimeout	No	0	alpha	5.1.0	 Time in milliseconds between checks of servers which are unavailable, by controlling how long a server lives in the global blacklist. 
Connection/Authentication	loadBalanceConnectionGroup	No		alpha	5.1.13	 Logical group of load-balanced connections within a classloader, used to manage different groups independently. If not specified, live management of load-balanced connections is disabled. 
Connection/Authentication	loadBalanceExceptionChecker	No	com.mysql.jdbc.StandardLoadBalanceExceptionChecker	alpha	5.1.13	 Fully-qualified class name of custom exception checker. The class must implement com.mysql.jdbc.LoadBalanceExceptionChecker interface, and is used to inspect SQLExceptions and determine whether they should trigger fail-over to another host in a load-balanced deployment. 
Connection/Authentication	loadBalancePingTimeout	No	0	alpha	5.1.13	 Time in milliseconds to wait for ping response from each of load-balanced physical connections when using load-balanced Connection. 
